cod_upp;upp;ano;mes;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;total_roubos;furto_veiculos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;armas_apreendidas;cump_mandado_prisao;ocorr_flagrante;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias
26;Parque Proletário;2011;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;3;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;11
27;Vila Cruzeiro;2011;3;0;0;0;0;0;8;0;0;2;0;0;1;1;0;1;0;0;0;0;3;0;5;0;0;0;0;2;0;0;1;1;7;0;1;0;0;0;33
28;Rocinha;2011;3;0;0;0;0;0;3;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;14
29;Jacarezinho;2011;3;0;0;0;5;0;1;2;0;1;4;0;3;2;4;0;0;0;1;0;17;2;13;0;0;0;3;1;9;4;0;2;10;0;0;0;0;0;61
30;Manguinhos;2011;3;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;10
31;Barreira do Vasco / Tuiuti;2011;3;0;0;0;0;0;7;0;0;0;2;0;4;2;8;2;0;0;1;0;20;0;12;0;0;0;0;1;3;0;0;2;3;0;0;0;0;0;53
32;Caju;2011;3;0;0;0;0;0;4;1;0;1;0;0;0;0;1;1;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;6;1;0;0;0;0;16
33;Cerro-Corá;2011;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
34;Arará / Mandela;2011;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;7
35;Lins;2011;3;0;0;0;0;0;11;1;0;1;1;0;1;0;0;0;0;0;0;0;6;1;9;0;0;0;0;2;0;0;0;0;8;0;0;0;0;0;45
36;Camarista Méier;2011;3;0;0;0;0;1;3;0;0;1;0;0;0;0;1;0;0;0;1;0;3;1;6;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;23
37;Mangueirinha;2011;3;0;0;0;2;0;6;0;0;0;0;0;2;2;4;0;0;0;1;0;9;0;2;0;0;0;1;0;3;1;0;3;1;0;0;0;0;0;28
38;Vila Kennedy;2011;3;1;0;0;0;0;12;1;0;10;1;0;3;0;12;1;0;0;0;0;18;0;14;0;0;0;2;3;9;1;1;4;11;2;0;0;0;0;97
1;Santa Marta;2011;4;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;10
2;Cidade de Deus;2011;4;0;0;0;0;1;62;2;0;14;0;0;0;0;5;2;0;0;0;0;8;2;23;0;0;0;1;23;1;0;2;9;35;2;0;0;0;0;168
3;Batam;2011;4;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;0;0;3;12;0;0;0;0;0;31
4;Chapéu Mangueira / Babilônia;2011;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;1;0;0;0;1;6;0;0;0;0;0;15
5;Pavão-Pavãozinho;2011;4;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;2;0;1;0;3;9;0;0;0;0;0;23
6;Tabajaras;2011;4;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;2;0;1;4;0;0;0;0;0;21
7;Providência;2011;4;0;0;0;0;1;18;0;0;1;2;0;1;0;6;0;0;0;0;0;9;2;7;0;0;0;0;1;0;1;0;3;4;0;2;0;0;0;41
8;Borel;2011;4;0;0;0;0;0;11;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;5;0;0;0;3;13;0;0;0;0;0;41
9;Formiga;2011;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4
10;Andaraí;2011;4;0;0;0;0;0;9;0;0;2;0;0;0;0;3;0;0;0;1;0;4;0;5;0;0;0;2;0;0;0;0;1;11;0;0;0;0;0;43
11;Salgueiro;2011;4;0;0;0;0;0;8;0;1;0;0;0;0;0;3;0;0;0;0;0;4;0;7;0;1;0;1;1;1;0;0;0;4;0;0;0;0;0;41
12;Turano;2011;4;0;0;0;0;2;5;0;0;2;0;0;0;0;1;1;0;0;0;0;2;0;2;0;0;0;0;4;0;0;0;2;5;1;0;0;0;0;25
13;São João / Matriz / Queto;2011;4;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;5;0;1;0;0;0;20
14;Coroa / Fallet / Fogueteiro;2011;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;3;10;1;0;0;0;0;35
15;Escondidinho / Prazeres;2011;4;0;0;0;0;0;5;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;18
16;São Carlos;2011;4;0;0;0;0;0;7;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;3;1;0;2;2;7;0;0;0;0;0;31
17;Mangueira;2011;4;0;0;0;0;0;7;0;0;0;2;0;0;0;1;0;0;0;0;0;3;0;4;0;1;0;4;0;1;0;0;1;1;1;0;0;0;0;24
18;Macacos;2011;4;0;0;0;0;0;12;0;0;0;0;0;1;0;1;0;0;0;1;0;4;0;15;0;1;0;0;5;2;0;2;2;12;0;0;0;0;0;57
19;Vidigal;2011;4;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;9
20;Nova Brasília;2011;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;9
21;Fazendinha;2011;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;3;0;0;0;0;0;10
22;Adeus / Baiana;2011;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;10
23;Alemão;2011;4;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;10
24;Chatuba;2011;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;7
25;Fé / Sereno;2011;4;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;10
26;Parque Proletário;2011;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
27;Vila Cruzeiro;2011;4;0;0;0;0;0;8;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;3;3;0;0;0;0;27
28;Rocinha;2011;4;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;2;0;0;0;1;4;0;0;0;0;0;22
29;Jacarezinho;2011;4;1;0;0;0;0;2;0;0;3;2;0;2;0;3;0;0;0;0;0;15;2;15;0;0;0;0;6;3;10;0;3;2;0;0;0;0;0;52
30;Manguinhos;2011;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;3;0;0;1;2;0;0;0;0;0;12
31;Barreira do Vasco / Tuiuti;2011;4;0;0;0;0;0;13;0;0;0;2;0;4;1;2;0;0;0;2;0;11;0;5;0;0;0;2;0;3;0;1;2;9;1;0;0;0;0;40
32;Caju;2011;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
33;Cerro-Corá;2011;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;Arará / Mandela;2011;4;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;8;0;3;0;1;0;0;0;0;0;0;8
35;Lins;2011;4;0;0;0;0;1;7;1;0;4;0;0;0;0;1;0;0;0;0;0;2;1;6;0;0;0;2;1;0;0;0;0;3;0;0;0;0;0;36
36;Camarista Méier;2011;4;0;0;0;0;0;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;2;0;0;0;1;1;1;0;0;0;0;0;25
37;Mangueirinha;2011;4;0;0;0;0;0;7;1;0;0;0;0;2;0;1;0;0;0;0;0;3;1;5;0;0;0;0;2;3;2;0;2;7;0;0;0;0;0;30
38;Vila Kennedy;2011;4;1;0;0;0;2;9;1;0;7;1;0;3;0;8;4;0;0;1;0;19;1;21;0;0;0;1;5;10;6;1;8;10;4;0;0;0;0;102
1;Santa Marta;2011;5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;12
2;Cidade de Deus;2011;5;0;0;0;0;1;65;2;0;32;2;0;1;1;3;1;0;0;0;1;9;1;22;0;0;0;2;24;1;0;2;11;49;1;0;0;0;0;175
3;Batam;2011;5;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;5;0;0;0;0;0;0;0;0;2;8;0;0;0;0;0;25
4;Chapéu Mangueira / Babilônia;2011;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;6
5;Pavão-Pavãozinho;2011;5;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;13;0;0;2;5;4;2;0;0;0;0;43
6;Tabajaras;2011;5;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;20
7;Providência;2011;5;0;0;0;0;0;4;1;0;2;0;0;0;0;3;0;0;0;0;0;3;0;8;0;0;0;0;5;0;1;1;3;9;2;0;0;0;0;46
8;Borel;2011;5;0;0;0;0;0;6;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;3;0;1;0;3;1;0;0;0;0;4;1;0;0;0;0;27
9;Formiga;2011;5;0;0;0;0;0;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;10
10;Andaraí;2011;5;0;0;0;0;0;9;2;0;0;0;0;0;1;2;0;0;0;0;0;3;3;6;0;0;0;3;2;0;0;0;3;14;0;0;0;0;0;51
11;Salgueiro;2011;5;0;0;0;0;0;5;0;0;6;2;0;1;0;2;0;0;0;0;0;6;1;10;0;0;0;1;1;0;0;1;4;8;0;0;0;0;0;44
12;Turano;2011;5;0;0;0;0;0;8;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;7;0;0;0;0;2;0;0;0;1;8;0;0;0;0;0;33
13;São João / Matriz / Queto;2011;5;0;0;0;0;0;3;0;0;1;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;17
14;Coroa / Fallet / Fogueteiro;2011;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;2;8;0;0;0;5;6;0;0;0;0;0;33
15;Escondidinho / Prazeres;2011;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;10
16;São Carlos;2011;5;1;0;0;0;0;13;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;7;2;1;0;6;0;1;0;0;0;0;41
17;Mangueira;2011;5;0;0;0;1;0;6;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;11;0;0;0;2;2;2;4;0;1;3;1;0;0;0;0;40
18;Macacos;2011;5;1;0;0;0;1;10;0;0;1;0;0;2;0;4;0;0;0;0;0;6;1;8;0;0;0;3;5;0;2;0;4;8;2;0;0;0;0;52
19;Vidigal;2011;5;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;12
20;Nova Brasília;2011;5;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;11
21;Fazendinha;2011;5;0;0;0;0;0;4;0;1;3;1;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;2;3;0;0;3;3;0;0;0;0;0;20
22;Adeus / Baiana;2011;5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;9
23;Alemão;2011;5;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;11
24;Chatuba;2011;5;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;1;1;0;0;0;1;2;0;0;0;0;0;10
25;Fé / Sereno;2011;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4
26;Parque Proletário;2011;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5
27;Vila Cruzeiro;2011;5;0;0;0;0;0;6;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;8;0;0;0;0;6;0;1;0;4;8;0;0;0;0;0;38
28;Rocinha;2011;5;2;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;5;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;16
29;Jacarezinho;2011;5;0;0;0;0;0;4;0;0;5;0;0;4;0;3;1;0;0;2;0;12;1;6;0;0;0;3;2;3;3;0;3;1;1;0;0;0;0;40
30;Manguinhos;2011;5;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;3;2;0;0;0;0;0;9
31;Barreira do Vasco / Tuiuti;2011;5;0;0;0;1;1;3;2;0;1;0;0;3;0;2;0;0;0;1;0;9;0;13;0;0;0;2;1;2;1;2;3;3;0;0;0;0;0;47
32;Caju;2011;5;0;0;0;0;2;3;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;5;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;18
33;Cerro-Corá;2011;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5
34;Arará / Mandela;2011;5;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;3;0;2;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;12
35;Lins;2011;5;0;0;0;0;0;6;0;0;4;0;0;1;1;3;2;0;0;1;0;8;1;6;0;0;0;0;1;1;0;0;0;4;1;0;0;0;0;35
36;Camarista Méier;2011;5;0;0;0;0;0;4;0;1;1;0;0;0;0;3;0;0;0;0;0;4;0;4;0;0;0;1;0;1;0;0;1;2;0;0;0;0;0;22
37;Mangueirinha;2011;5;1;0;0;0;0;2;1;0;0;0;0;0;2;2;0;0;0;0;0;4;1;4;0;0;0;1;9;7;4;0;8;2;0;0;0;0;0;36
38;Vila Kennedy;2011;5;2;0;0;3;1;16;1;0;12;1;0;2;1;15;3;0;0;0;0;22;0;8;0;0;0;4;6;3;7;0;2;5;1;0;0;0;0;87
1;Santa Marta;2011;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;1;4;0;0;0;0;0;19
2;Cidade de Deus;2011;6;2;0;0;0;4;39;0;0;14;0;0;0;0;0;0;0;0;1;0;2;0;20;0;0;0;1;29;0;0;1;14;37;3;0;0;0;0;171
3;Batam;2011;6;0;0;0;0;0;7;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;2;0;0;0;1;3;0;0;0;0;2;0;0;0;0;0;21
4;Chapéu Mangueira / Babilônia;2011;6;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;1;3;1;0;0;0;0;12
5;Pavão-Pavãozinho;2011;6;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;7;0;1;0;7;7;0;0;0;0;0;33
6;Tabajaras;2011;6;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;2;9;1;0;0;0;0;24
7;Providência;2011;6;0;0;0;0;0;7;0;0;2;0;0;0;0;3;0;0;0;0;0;3;0;9;0;0;0;1;4;0;0;0;0;6;0;1;0;0;0;40
8;Borel;2011;6;0;0;0;0;0;11;2;0;4;0;0;0;0;1;0;0;0;0;0;2;0;5;0;1;0;0;4;1;0;0;3;6;1;0;0;0;0;42
9;Formiga;2011;6;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;14
10;Andaraí;2011;6;0;0;0;0;0;4;0;0;2;1;0;0;0;1;0;0;0;0;0;2;0;6;0;1;0;1;1;0;0;0;0;9;1;0;0;0;0;40
11;Salgueiro;2011;6;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;7;0;0;0;3;0;0;1;0;1;1;0;0;0;0;0;32
12;Turano;2011;6;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;3;0;0;0;1;3;0;0;0;0;0;15
13;São João / Matriz / Queto;2011;6;0;0;0;0;0;11;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;3;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;15
14;Coroa / Fallet / Fogueteiro;2011;6;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;9;0;1;0;5;5;0;0;0;0;0;24
15;Escondidinho / Prazeres;2011;6;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;12
16;São Carlos;2011;6;0;0;0;0;1;15;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;6;1;0;0;4;7;0;0;0;0;0;47
17;Mangueira;2011;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;2;7;4;2;2;3;7;0;0;0;0;0;41
18;Macacos;2011;6;0;0;0;0;0;10;0;0;3;0;0;1;0;3;0;0;0;0;0;4;0;7;0;0;0;2;5;0;0;0;0;17;1;0;0;0;0;48
19;Vidigal;2011;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;10
20;Nova Brasília;2011;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;1;0;0;0;0;0;9
21;Fazendinha;2011;6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;4;0;0;0;0;1;1;0;0;0;3;2;0;0;0;0;15
22;Adeus / Baiana;2011;6;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;13
23;Alemão;2011;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;1;1;1;0;0;0;0;0;12
24;Chatuba;2011;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;12
25;Fé / Sereno;2011;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4
26;Parque Proletário;2011;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3
27;Vila Cruzeiro;2011;6;0;0;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;5;0;1;0;7;2;1;0;0;0;0;30
28;Rocinha;2011;6;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12
29;Jacarezinho;2011;6;0;0;0;0;0;5;0;0;0;2;0;0;0;5;0;0;0;1;0;13;0;9;0;0;0;4;0;2;0;0;0;4;0;0;0;0;0;43
30;Manguinhos;2011;6;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;8
31;Barreira do Vasco / Tuiuti;2011;6;0;0;0;0;0;4;0;0;3;0;0;3;0;6;0;0;0;0;0;11;1;8;0;0;0;0;0;1;1;0;3;5;0;0;0;0;0;37
32;Caju;2011;6;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;2;0;0;0;1;3;0;4;0;1;1;0;0;0;0;0;13
33;Cerro-Corá;2011;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4
34;Arará / Mandela;2011;6;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;10
35;Lins;2011;6;0;0;0;0;0;3;0;0;1;0;0;1;0;1;0;0;0;0;0;4;0;7;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;32
36;Camarista Méier;2011;6;0;0;0;0;0;2;0;0;3;0;0;0;0;6;0;0;0;0;0;7;0;6;0;1;0;2;1;1;0;0;0;3;0;0;0;0;0;33
37;Mangueirinha;2011;6;0;0;0;1;0;6;0;0;0;0;0;0;3;2;0;0;0;0;0;5;1;2;0;1;0;1;0;3;1;0;0;8;1;0;0;0;0;30
38;Vila Kennedy;2011;6;4;0;0;4;5;18;0;0;2;1;0;8;0;14;3;0;0;2;0;31;1;16;0;0;0;2;6;5;6;1;6;14;0;0;0;0;0;109
1;Santa Marta;2011;7;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9
2;Cidade de Deus;2011;7;1;0;0;0;4;50;0;1;11;2;0;3;0;4;2;0;0;1;0;15;1;18;0;0;0;3;25;1;1;2;22;34;1;0;0;0;0;170
3;Batam;2011;7;0;0;0;0;0;9;0;3;3;0;0;1;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;4;0;0;2;5;0;0;0;0;0;27
4;Chapéu Mangueira / Babilônia;2011;7;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;2;1;0;2;0;0;0;13
5;Pavão-Pavãozinho;2011;7;0;0;0;0;2;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;5;1;0;0;0;0;0;22
6;Tabajaras;2011;7;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;6;0;0;0;2;9;0;0;0;0;0;33
7;Providência;2011;7;0;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;1;0;1;3;0;0;0;1;7;0;0;0;0;0;39
8;Borel;2011;7;0;0;0;0;0;9;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;3;0;0;0;0;1;1;0;0;0;7;2;0;0;0;0;26
9;Formiga;2011;7;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;11
10;Andaraí;2011;7;0;0;0;0;0;12;0;0;3;1;0;0;1;1;0;0;0;0;0;3;0;3;0;0;0;1;3;0;0;0;2;10;0;0;0;0;0;40
11;Salgueiro;2011;7;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;0;4;1;6;0;1;0;4;1;0;0;0;0;3;0;0;0;0;0;25
12;Turano;2011;7;0;0;0;0;0;11;0;0;2;1;0;0;0;2;0;0;0;0;0;3;0;1;0;0;0;0;5;0;0;0;0;4;1;0;0;0;0;28
13;São João / Matriz / Queto;2011;7;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;1;3;4;0;0;0;0;0;16
14;Coroa / Fallet / Fogueteiro;2011;7;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;3;1;1;0;0;0;0;0;24
15;Escondidinho / Prazeres;2011;7;1;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;3;0;0;1;0;5;0;0;0;0;0;19
16;São Carlos;2011;7;2;0;0;0;1;21;0;1;1;2;0;0;0;1;0;0;0;0;0;3;0;7;0;0;0;1;3;0;0;0;2;9;0;0;0;0;0;49
17;Mangueira;2011;7;0;0;0;0;0;4;0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;7;0;0;0;0;2;0;0;0;3;8;0;0;0;0;0;35
18;Macacos;2011;7;1;0;0;0;0;7;1;0;0;0;0;0;1;3;0;0;0;0;0;6;0;5;0;0;0;0;10;0;0;0;3;5;0;0;0;0;0;44
19;Vidigal;2011;7;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8
20;Nova Brasília;2011;7;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;1;0;0;1;2;1;0;0;0;0;19
21;Fazendinha;2011;7;0;0;0;0;0;2;2;0;6;0;0;1;0;0;0;0;0;1;0;2;0;4;0;0;0;0;0;0;0;1;1;4;0;1;0;0;0;17
22;Adeus / Baiana;2011;7;0;0;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;3;1;2;0;0;0;1;8;0;0;0;2;3;0;0;0;0;0;16
